GEOID,County,State,hhincome,pop,medage
13105,Elbert County, Georgia,35207,19288,42.3
13057,Cherokee County, Georgia,75477,235896,38
13113,Fayette County, Georgia,84861,110306,43.5
13165,Jenkins County, Georgia,27197,8929,40.6
13177,Lee County, Georgia,65018,29216,36.9
13217,Newton County, Georgia,52784,105042,36.2
13227,Pickens County, Georgia,61542,30343,44.9
13133,Greene County, Georgia,45069,16732,48.9
13071,Colquitt County, Georgia,34503,45890,36
13075,Cook County, Georgia,35539,17190,37
13085,Dawson County, Georgia,62284,23397,43.3
13141,Hancock County, Georgia,29268,8667,44.3
13063,Clayton County, Georgia,44106,274150,32.4
13121,Fulton County, Georgia,61336,1010420,35.2
13139,Hall County, Georgia,55622,192865,36
13187,Lumpkin County, Georgia,43039,31567,37.3
13189,McDuffie County, Georgia,40469,21488,37.8
13201,Miller County, Georgia,37255,5884,43.1
13211,Morgan County, Georgia,59572,18013,44.2
13149,Heard County, Georgia,44897,11607,41.9
13219,Oconee County, Georgia,77388,35972,40.1
13095,Dougherty County, Georgia,34541,91522,35
13111,Fannin County, Georgia,43344,24480,50.8
13151,Henry County, Georgia,64752,217506,36.7
13153,Houston County, Georgia,55965,150341,35.1
13175,Laurens County, Georgia,35202,47451,38.3
13183,Long County, Georgia,53083,17857,31.6
13255,Spalding County, Georgia,42398,64192,38.9
13257,Stephens County, Georgia,39756,25625,42.3
13271,Telfair County, Georgia,28044,16339,41
13291,Union County, Georgia,42767,22262,53.8
13293,Upson County, Georgia,35375,26241,41.5
13303,Washington County, Georgia,38097,20506,40.3
13311,White County, Georgia,43944,28509,45.1
13225,Peach County, Georgia,43645,27027,35.8
13223,Paulding County, Georgia,63669,152399,35.6
13229,Pierce County, Georgia,39863,19141,39.4
13231,Pike County, Georgia,52377,17919,40.5
13245,Richmond County, Georgia,39430,201568,33.7
13251,Screven County, Georgia,36556,14037,41.2
13267,Tattnall County, Georgia,36355,25402,36.9
13019,Berrien County, Georgia,38297,19014,39.5
13295,Walker County, Georgia,43581,68609,41.4
13135,Gwinnett County, Georgia,64496,889954,34.9
13013,Barrow County, Georgia,56119,75099,35.1
13049,Charlton County, Georgia,43257,12963,41.4
13065,Clinch County, Georgia,21838,6788,37.6
13015,Bartow County, Georgia,52393,102623,37.5
13097,Douglas County, Georgia,59333,140152,36.3
13131,Grady County, Georgia,39462,25048,39.7
13161,Jeff Davis County, Georgia,37267,14999,36.3
13209,Montgomery County, Georgia,40308,8962,39.4
13221,Oglethorpe County, Georgia,43938,14654,42.5
13243,Randolph County, Georgia,30640,7206,44.3
13247,Rockdale County, Georgia,54175,88482,37.3
13299,Ware County, Georgia,36962,35688,38.9
13305,Wayne County, Georgia,41534,29833,38.2
13309,Wheeler County, Georgia,28490,7952,38.2
13315,Wilcox County, Georgia,35457,8896,39.4
13009,Baldwin County, Georgia,37008,45527,35.1
13011,Banks County, Georgia,42182,18363,40.3
13031,Bulloch County, Georgia,39305,73742,28.1
13059,Clarke County, Georgia,34557,123554,27.3
15001,Hawaii County, Hawaii,56395,196325,42.1
15003,Honolulu County, Hawaii,80078,990060,37.6
15009,Maui County, Hawaii,72762,164094,40.9
15007,Kauai County, Hawaii,72330,71093,42.1
15005,Kalawao County, Hawaii,61750,86,57.6
16071,Oneida County, Idaho,43491,4284,39.5
16031,Cassia County, Idaho,48162,23472,31.8
16045,Gem County, Idaho,42888,16850,45.2
16063,Lincoln County, Idaho,46383,5296,33.1
16085,Valley County, Idaho,54015,10104,50.2
16003,Adams County, Idaho,42727,3946,52.8
16041,Franklin County, Idaho,51583,13120,32.6
16069,Nez Perce County, Idaho,51804,40014,41.3
16053,Jerome County, Idaho,46421,23039,32.6
16055,Kootenai County, Idaho,53189,150128,39.7
16061,Lewis County, Idaho,40313,3824,48.1
16067,Minidoka County, Idaho,48021,20448,35.4
16083,Twin Falls County, Idaho,49118,82248,34.6
16073,Owyhee County, Idaho,36092,11384,38.6
16013,Blaine County, Idaho,58835,21583,42.8
16015,Boise County, Idaho,49964,6968,53.2
16021,Boundary County, Idaho,39512,11323,43.7
16023,Butte County, Idaho,43207,2613,46.4
16029,Caribou County, Idaho,58750,6862,36.9
16047,Gooding County, Idaho,42626,15110,37.3
16001,Ada County, Idaho,60151,435117,36.4
16005,Bannock County, Idaho,47390,84113,33.2
16007,Bear Lake County, Idaho,50603,5942,39.3
16011,Bingham County, Idaho,51307,45369,33.3
16019,Bonneville County, Idaho,54150,110404,32.6
16025,Camas County, Idaho,36667,886,47
16027,Canyon County, Idaho,46426,207027,33.2
16035,Clearwater County, Idaho,41122,8533,50.3
16051,Jefferson County, Idaho,58055,27410,31.3
16057,Latah County, Idaho,43310,38697,28.3
16037,Custer County, Idaho,37976,4141,53.4
16059,Lemhi County, Idaho,36031,7755,52.9
16075,Payette County, Idaho,48447,22839,38.8
16009,Benewah County, Idaho,43472,9050,46.5
16017,Bonner County, Idaho,45607,41855,47.7
16033,Clark County, Idaho,31927,1055,29.7
16039,Elmore County, Idaho,45154,26232,31.4
16043,Fremont County, Idaho,51806,12889,36.7
16065,Madison County, Idaho,33620,38241,23.5
16079,Shoshone County, Idaho,39835,12490,47.2
16049,Idaho County, Idaho,40299,16275,49.5
16081,Teton County, Idaho,55986,10776,36.4
16077,Power County, Idaho,47602,7667,34.8
16087,Washington County, Idaho,37521,9996,46.1
17067,Hancock County, Illinois,51460,18264,46
17119,Madison County, Illinois,56536,266153,40
17063,Grundy County, Illinois,71598,50333,37.5
17091,Kankakee County, Illinois,56542,110801,37.7
17131,Mercer County, Illinois,55649,15794,44.8
17043,DuPage County, Illinois,84442,931826,39.1
17167,Sangamon County, Illinois,58687,198134,40.1
17003,Alexander County, Illinois,31014,6776,42.3
17129,Menard County, Illinois,62368,12416,42.3
17157,Randolph County, Illinois,49717,32829,41.5
17137,Morgan County, Illinois,49353,34442,41.2
17031,Cook County, Illinois,59426,5238541,36.4
17141,Ogle County, Illinois,57655,51619,41.9
17115,Macon County, Illinois,49052,107587,41
17177,Stephenson County, Illinois,46427,45839,44.7
17191,Wayne County, Illinois,46405,16569,43.4
17193,White County, Illinois,46279,14186,43.8
17203,Woodford County, Illinois,69507,38942,39.9
17055,Franklin County, Illinois,39454,39302,42.3
17071,Henderson County, Illinois,47428,6927,49.2
17109,McDonough County, Illinois,42911,31597,31.3
17111,McHenry County, Illinois,82230,308043,39.9
17113,McLean County, Illinois,64573,173231,32.7
17139,Moultrie County, Illinois,53979,14711,39.9
17145,Perry County, Illinois,45864,21467,41.8
17149,Pike County, Illinois,41387,15930,42.4
17151,Pope County, Illinois,41139,4360,52.2
17161,Rock Island County, Illinois,51426,146205,40
17163,St. Clair County, Illinois,51103,264433,38
17173,Shelby County, Illinois,49807,21906,44.6
17185,Wabash County, Illinois,49716,11568,42.8
17019,Champaign County, Illinois,49586,207946,29.7
17013,Calhoun County, Illinois,53641,4897,46.5
17035,Cumberland County, Illinois,50680,10899,41.9
17053,Ford County, Illinois,50851,13470,43.2
17085,Jo Daviess County, Illinois,55532,22046,49.4
17089,Kane County, Illinois,74862,529402,36.6
17093,Kendall County, Illinois,89860,122933,34.5
17101,Lawrence County, Illinois,44504,16457,41.2
17009,Brown County, Illinois,56289,6791,38.7
17121,Marion County, Illinois,44679,38305,41.8
17123,Marshall County, Illinois,55173,11925,46.3
17125,Mason County, Illinois,44695,13904,45.5
17075,Iroquois County, Illinois,48857,28457,44.3
17021,Christian County, Illinois,50668,33562,42.7
17025,Clay County, Illinois,47427,13393,44
17059,Gallatin County, Illinois,42450,5226,44.8
17077,Jackson County, Illinois,36008,59115,31.1
17133,Monroe County, Illinois,74410,33739,42.3
17143,Peoria County, Illinois,53063,186145,37
17181,Union County, Illinois,46716,17267,43.5
17201,Winnebago County, Illinois,51110,287512,39.6
17147,Piatt County, Illinois,67360,16433,43
17153,Pulaski County, Illinois,34655,5691,43.3
17169,Schuyler County, Illinois,47321,7181,46.6
17175,Stark County, Illinois,52284,5551,45
17045,Edgar County, Illinois,47873,17603,44.5
17005,Bond County, Illinois,54393,17034,40.4
17007,Boone County, Illinois,62701,53638,38.3
17011,Bureau County, Illinois,54271,33619,43.7
17015,Carroll County, Illinois,50555,14704,47.4
17029,Coles County, Illinois,41907,52540,34.3
17033,Crawford County, Illinois,47468,19214,42.5
17083,Jersey County, Illinois,56320,22215,42.5
17155,Putnam County, Illinois,64741,5771,47.5
17039,De Witt County, Illinois,55411,16176,42.8
17051,Fayette County, Illinois,44541,21980,41.4
17103,Lee County, Illinois,58319,34670,42.7
17107,Logan County, Illinois,58271,29488,40.6
17117,Macoupin County, Illinois,53890,45960,43.1
17159,Richland County, Illinois,46454,15953,42.3
17165,Saline County, Illinois,40722,24430,42
17189,Washington County, Illinois,54520,14260,43
17135,Montgomery County, Illinois,47807,29173,42.4
17195,Whiteside County, Illinois,51969,56823,42.9
17001,Adams County, Illinois,48454,66787,41.5
17027,Clinton County, Illinois,64543,37640,40.4
17037,DeKalb County, Illinois,58343,104473,30.7
17047,Edwards County, Illinois,49632,6570,43.6
17079,Jasper County, Illinois,56523,9608,43
17081,Jefferson County, Illinois,46109,38358,40.9
17183,Vermilion County, Illinois,44930,79207,40.2
17197,Will County, Illinois,80782,687727,37.3
17199,Williamson County, Illinois,48600,67477,40.9
17023,Clark County, Illinois,52068,15924,43
17041,Douglas County, Illinois,52261,19830,37.9
17049,Effingham County, Illinois,54655,34164,39.1
17057,Fulton County, Illinois,48599,35733,42.5
17061,Greene County, Illinois,44502,13311,42.7
17065,Hamilton County, Illinois,47293,8259,43.6
17069,Hardin County, Illinois,39524,4161,46.8
17073,Henry County, Illinois,55755,49649,42.7
17087,Johnson County, Illinois,45743,12899,42.5
17095,Knox County, Illinois,41972,51374,42.2
17097,Lake County, Illinois,82613,704476,38
17105,Livingston County, Illinois,54339,36812,41.6
17127,Massac County, Illinois,42168,14594,43.8
17171,Scott County, Illinois,48542,5109,43.7
17179,Tazewell County, Illinois,60874,134695,40.8
17017,Cass County, Illinois,50156,12880,40.2
17187,Warren County, Illinois,47278,17429,39.1
18105,Monroe County, Indiana,45689,144436,28.8
18045,Fountain County, Indiana,46669,16620,43
18039,Elkhart County, Indiana,52449,202924,35.4
18149,Starke County, Indiana,45526,22966,41.7
18025,Crawford County, Indiana,40067,10598,43.7
18017,Cass County, Indiana,45558,38248,40.5
18055,Greene County, Indiana,49648,32431,42.8
18097,Marion County, Indiana,44869,939964,34.3
18177,Wayne County, Indiana,41813,66972,41.1
18053,Grant County, Indiana,42046,67615,39.9
17099,LaSalle County, Illinois,54693,111151,41.8
18021,Clay County, Indiana,50924,26375,40.9
18063,Hendricks County, Indiana,74245,158170,37.6
18037,Dubois County, Indiana,57307,42379,40.2
18047,Franklin County, Indiana,55588,22835,42.3
18059,Hancock County, Indiana,70973,72776,40.2
18071,Jackson County, Indiana,49080,43779,38.2
18067,Howard County, Indiana,47958,82457,41.5
18115,Ohio County, Indiana,58359,5911,46.8
18119,Owen County, Indiana,48315,20957,44.6
18121,Parke County, Indiana,44643,17062,42.2
18135,Randolph County, Indiana,44985,25203,42.1
18183,Whitley County, Indiana,57041,33481,41
18007,Benton County, Indiana,49183,8685,40.9
18013,Brown County, Indiana,59292,15007,49.3
18023,Clinton County, Indiana,51659,32455,38.2
18133,Putnam County, Indiana,55295,37543,37.8
18161,Union County, Indiana,45531,7225,43.3
18175,Washington County, Indiana,46861,27807,41.2
18027,Daviess County, Indiana,48355,32777,34.6
18029,Dearborn County, Indiana,62905,49564,42.7
18065,Henry County, Indiana,46131,48649,42.2
18083,Knox County, Indiana,44837,37763,38.1
18093,Lawrence County, Indiana,49985,45669,42.6
18095,Madison County, Indiana,45432,129641,40.2
18123,Perry County, Indiana,49689,19229,41.9
18125,Pike County, Indiana,50196,12471,43.9
18131,Pulaski County, Indiana,47633,12761,41.8
18129,Posey County, Indiana,60992,25599,42.5
18151,Steuben County, Indiana,52749,34459,42.7
18171,Warren County, Indiana,58950,8269,44.6
18165,Vermillion County, Indiana,45440,15644,43.2
18179,Wells County, Indiana,53038,27832,39.8
18043,Floyd County, Indiana,59451,76481,39.9
18003,Allen County, Indiana,51091,367747,35.7
18031,Decatur County, Indiana,52270,26480,38.8
18035,Delaware County, Indiana,41208,115938,35.4
18103,Miami County, Indiana,46666,36035,39.9
18077,Jefferson County, Indiana,50722,32293,40.6
18079,Jennings County, Indiana,48362,27840,39.6
18081,Johnson County, Indiana,65272,149359,37.3
18109,Morgan County, Indiana,60317,69533,41.5
18051,Gibson County, Indiana,51149,33596,40.5
18111,Newton County, Indiana,52193,14056,42.5
18117,Orange County, Indiana,42803,19623,41.3
18141,St. Joseph County, Indiana,48121,268613,36.5
18085,Kosciusko County, Indiana,57190,78720,38
18099,Marshall County, Indiana,51869,46752,39.8
18155,Switzerland County, Indiana,43468,10617,40
18163,Vanderburgh County, Indiana,44815,181831,37.9
18009,Blackford County, Indiana,40622,12214,43.7
18015,Carroll County, Indiana,56188,19994,42.3
18143,Scott County, Indiana,49243,23722,40.7
18061,Harrison County, Indiana,53897,39450,42.7
18069,Huntington County, Indiana,50063,36520,40.3
18091,LaPorte County, Indiana,49921,110839,40.2
18169,Wabash County, Indiana,49052,31848,42
18181,White County, Indiana,51404,24279,42
18073,Jasper County, Indiana,56574,33448,39
18075,Jay County, Indiana,42878,21107,39.8
18101,Martin County, Indiana,49372,10219,42
18127,Porter County, Indiana,65979,167391,39.4
18145,Shelby County, Indiana,57216,44339,41.3
18137,Ripley County, Indiana,53698,28372,40.6
18147,Spencer County, Indiana,55280,20610,43.2
18153,Sullivan County, Indiana,45031,20900,41.4
18159,Tipton County, Indiana,53931,15290,44.5
18157,Tippecanoe County, Indiana,50486,186081,28.1
18167,Vigo County, Indiana,42030,107723,36.1
18173,Warrick County, Indiana,66080,61581,40.5
18057,Hamilton County, Indiana,90582,309687,36.6
18033,DeKalb County, Indiana,51374,42524,39.1
18087,LaGrange County, Indiana,58336,38720,31.5
18005,Bartholomew County, Indiana,57331,81024,38.1
18139,Rush County, Indiana,47955,16765,41.6
18011,Boone County, Indiana,75591,63013,38.4
18049,Fulton County, Indiana,47108,20296,41.9
18089,Lake County, Indiana,52559,488694,38.6
18107,Montgomery County, Indiana,53075,38288,40.5
18113,Noble County, Indiana,52393,47421,38.5
18001,Adams County, Indiana,48290,35018,33.3
18019,Clark County, Indiana,52834,114893,38.8
18041,Fayette County, Indiana,41476,23426,42.4
19055,Delaware County, Iowa,60534,17326,43.4
19101,Jefferson County, Iowa,44516,17945,40.9
19185,Wayne County, Iowa,42434,6405,43.3
19005,Allamakee County, Iowa,47895,13940,45
19113,Linn County, Iowa,62702,220008,37.4
19163,Scott County, Iowa,57681,171493,38.1
19049,Dallas County, Iowa,82719,80864,35.1
19141,O'Brien County, Iowa,56314,13944,43.3
19011,Benton County, Iowa,64061,25646,42.1
19023,Butler County, Iowa,53937,14822,43.7
19061,Dubuque County, Iowa,59150,96571,38.6
19071,Fremont County, Iowa,54430,6985,46
19079,Hamilton County, Iowa,55836,15201,42.6
19151,Pocahontas County, Iowa,45969,6972,47.2
19173,Taylor County, Iowa,46825,6214,43.3
19175,Union County, Iowa,47597,12497,40.1
19177,Van Buren County, Iowa,47197,7308,44
19195,Worth County, Iowa,50880,7502,44.4
19159,Ringgold County, Iowa,50642,4986,45
19003,Adams County, Iowa,49745,3785,47.7
19001,Adair County, Iowa,49477,7192,45.7
19009,Audubon County, Iowa,48750,5711,48.3
19037,Chickasaw County, Iowa,50688,12140,44.2
19039,Clarke County, Iowa,49718,9267,40.7
19051,Davis County, Iowa,52390,8834,37.5
19059,Dickinson County, Iowa,59889,17000,48.7
19093,Ida County, Iowa,51978,6965,44.7
19103,Johnson County, Iowa,59965,144425,29.9
19107,Keokuk County, Iowa,48399,10223,44
19135,Monroe County, Iowa,50179,7912,42.2
19171,Tama County, Iowa,56110,17236,43.2
19179,Wapello County, Iowa,43329,35321,39.5
19167,Sioux County, Iowa,66022,34692,33.3
19069,Franklin County, Iowa,48172,10326,42.4
19025,Calhoun County, Iowa,46302,9814,45.1
19027,Carroll County, Iowa,54563,20428,41.7
19031,Cedar County, Iowa,62555,18368,41.9
19033,Cerro Gordo County, Iowa,50569,43134,44.5
19067,Floyd County, Iowa,48607,15904,44.6
19073,Greene County, Iowa,52529,9046,45.7
19083,Hardin County, Iowa,52207,17239,44.4
19115,Louisa County, Iowa,54393,11238,41
19117,Lucas County, Iowa,47325,8600,44.8
19119,Lyon County, Iowa,62012,11745,38
19189,Winnebago County, Iowa,50072,10545,42.5
19147,Palo Alto County, Iowa,50470,9110,42.3
19165,Shelby County, Iowa,55638,11772,46.9
19007,Appanoose County, Iowa,40377,12547,45.1
19087,Henry County, Iowa,52275,19865,40.4
19095,Iowa County, Iowa,58077,16231,41.8
19099,Jasper County, Iowa,56363,36789,42.6
19145,Page County, Iowa,46708,15393,44.4
19191,Winneshiek County, Iowa,60788,20575,41
19157,Poweshiek County, Iowa,51456,18428,40.7
19155,Pottawattamie County, Iowa,56291,93287,39.6
19127,Marshall County, Iowa,52752,40476,38.5
19043,Clayton County, Iowa,51114,17711,46.5
19015,Boone County, Iowa,57906,26381,41.4
19017,Bremer County, Iowa,65440,24741,39.2
19021,Buena Vista County, Iowa,52784,20369,35.1
19089,Howard County, Iowa,51422,9321,41.8
19063,Emmet County, Iowa,47419,9661,42.5
19077,Guthrie County, Iowa,56306,10664,45.7
19081,Hancock County, Iowa,57840,10971,44.5
19091,Humboldt County, Iowa,48847,9586,43
19121,Madison County, Iowa,60077,15720,40.8
19125,Marion County, Iowa,57917,33127,39.5
19183,Washington County, Iowa,59157,22095,40.8
19197,Wright County, Iowa,48935,12864,44.3
19029,Cass County, Iowa,45637,13327,44.6
19035,Cherokee County, Iowa,53998,11577,46.3
19047,Crawford County, Iowa,51091,17131,37.6
19057,Des Moines County, Iowa,47524,39876,42.5
19065,Fayette County, Iowa,48412,20139,43.7
19085,Harrison County, Iowa,57558,14196,44
19109,Kossuth County, Iowa,54868,15166,45.8
19129,Mills County, Iowa,67949,14933,42.1
19133,Monona County, Iowa,41598,8865,46.7
19139,Muscatine County, Iowa,56398,42923,38.1
19143,Osceola County, Iowa,53604,6149,44
19153,Polk County, Iowa,63530,467235,35.2
19187,Webster County, Iowa,42148,36945,39.6
19169,Story County, Iowa,52671,95888,25.9
19193,Woodbury County, Iowa,51350,102397,35.6
19013,Black Hawk County, Iowa,50916,132960,34.9
19075,Grundy County, Iowa,65170,12354,42.4
19097,Jackson County, Iowa,51806,19409,44.6
19105,Jones County, Iowa,58391,20468,43.6
19111,Lee County, Iowa,48266,34785,43.3
19131,Mitchell County, Iowa,53675,10663,43.7
19137,Montgomery County, Iowa,43674,10239,44.5
19181,Warren County, Iowa,71514,48630,38.2
19161,Sac County, Iowa,53254,9936,45.9
19123,Mahaska County, Iowa,50568,22301,39.7
19149,Plymouth County, Iowa,61316,25027,40.5
19019,Buchanan County, Iowa,59348,21101,38.7
19041,Clay County, Iowa,48978,16387,42.2
19045,Clinton County, Iowa,50295,47587,42.2
19053,Decatur County, Iowa,41042,8105,36.5
20183,Smith County, Kansas,45357,3693,51.6
20067,Grant County, Kansas,57474,7716,32.6
20085,Jackson County, Kansas,53592,13322,41.4
20095,Kingman County, Kansas,57593,7576,45.5
20109,Logan County, Kansas,49926,2790,40.4
20021,Cherokee County, Kansas,41101,20501,41.4
20131,Nemaha County, Kansas,53368,10095,40.4
20149,Pottawatomie County, Kansas,64410,23188,35.2
20209,Wyandotte County, Kansas,42783,163227,33.7
20015,Butler County, Kansas,62324,66260,38.1
20027,Clay County, Kansas,55434,8203,43
20105,Lincoln County, Kansas,48693,3121,46.6
20169,Saline County, Kansas,49728,55334,37.9
20191,Sumner County, Kansas,52695,23336,40.7
20195,Trego County, Kansas,55197,2899,49.4
20197,Wabaunsee County, Kansas,58947,6918,43.4
20205,Wilson County, Kansas,44468,8858,44
20207,Woodson County, Kansas,36493,3178,48.6
20123,Mitchell County, Kansas,44591,6230,43.7
20135,Ness County, Kansas,48412,3001,47.2
20141,Osborne County, Kansas,42173,3684,47.4
20005,Atchison County, Kansas,46640,16466,35.9
20011,Bourbon County, Kansas,39379,14757,39.3
20055,Finney County, Kansas,51703,37097,30.6
20075,Hamilton County, Kansas,48160,2621,33.4
20097,Kiowa County, Kansas,48226,2524,40.8
20103,Leavenworth County, Kansas,70022,79359,37.3
20177,Shawnee County, Kansas,54667,178392,38.9
20181,Sherman County, Kansas,52030,5999,38.5
20187,Stanton County, Kansas,42222,2107,39.3
20193,Thomas County, Kansas,52465,7847,36.3
20119,Meade County, Kansas,54167,4295,37.7
20125,Montgomery County, Kansas,43977,33463,40.3
20127,Morris County, Kansas,50338,5605,47.9
20151,Pratt County, Kansas,53415,9670,39.2
20153,Rawlins County, Kansas,50893,2520,50.3
20163,Rooks County, Kansas,48352,5148,43.6
20003,Anderson County, Kansas,40986,7840,42.2
20025,Clark County, Kansas,46094,2089,44.2
20053,Ellsworth County, Kansas,48550,6331,43.7
20061,Geary County, Kansas,46096,35796,26.4
20077,Harper County, Kansas,48059,5746,42.5
20057,Ford County, Kansas,49890,34658,31.1
20167,Russell County, Kansas,48427,6987,48.7
20111,Lyon County, Kansas,42992,33302,32.9
20117,Marshall County, Kansas,50420,9859,44
20145,Pawnee County, Kansas,46224,6776,44.5
20001,Allen County, Kansas,43031,12752,41.6
20023,Cheyenne County, Kansas,47167,2677,47.8
20033,Comanche County, Kansas,51563,1741,49.5
20035,Cowley County, Kansas,46624,35732,38.2
20049,Elk County, Kansas,39405,2581,50.8
20063,Gove County, Kansas,50817,2632,48.5
20059,Franklin County, Kansas,53167,25599,40
20079,Harvey County, Kansas,55687,34683,39.2
20083,Hodgeman County, Kansas,55345,1875,46.8
20089,Jewell County, Kansas,43125,2963,51.9
20093,Kearny County, Kansas,51439,3931,34.8
20159,Rice County, Kansas,48333,9868,38.5
20185,Stafford County, Kansas,47121,4251,42.7
20113,McPherson County, Kansas,56946,28792,40.8
20139,Osage County, Kansas,54186,15894,43.4
20071,Greeley County, Kansas,47045,1210,48.7
20031,Coffey County, Kansas,58662,8328,44
20037,Crawford County, Kansas,38017,39099,32.5
20051,Ellis County, Kansas,49562,28877,32
20073,Greenwood County, Kansas,41648,6227,48.6
20099,Labette County, Kansas,45706,20553,41
20107,Linn County, Kansas,46576,9602,43.6
20173,Sedgwick County, Kansas,52841,510484,35
20175,Seward County, Kansas,47535,22948,29.5
20157,Republic County, Kansas,43489,4705,50.9
20065,Graham County, Kansas,43427,2561,50.8
20091,Johnson County, Kansas,81121,578797,37.3
20045,Douglas County, Kansas,54370,117806,29.2
20179,Sheridan County, Kansas,56607,2497,44.7
20121,Miami County, Kansas,63501,32976,41.7
20069,Gray County, Kansas,61220,6004,35.9
20199,Wallace County, Kansas,60000,1591,40.6
20017,Chase County, Kansas,42772,2665,45
20189,Stevens County, Kansas,57500,5741,35.1
20201,Washington County, Kansas,47992,5572,46.2
20203,Wichita County, Kansas,55109,2157,41.2
20019,Chautauqua County, Kansas,39531,3425,48.7
20129,Morton County, Kansas,43813,2931,39.5
20137,Norton County, Kansas,50673,5527,43.5
20155,Reno County, Kansas,47897,63360,40.1
20009,Barton County, Kansas,46070,27067,39.6
20029,Cloud County, Kansas,44199,9191,41.8
20043,Doniphan County, Kansas,50300,7790,39.4
20047,Edwards County, Kansas,50229,2946,44.8
20081,Haskell County, Kansas,53780,4081,36.1
20101,Lane County, Kansas,51765,1702,41.5
20165,Rush County, Kansas,43594,3119,47.9
20171,Scott County, Kansas,62198,4981,40.5
20115,Marion County, Kansas,50212,12087,45
20133,Neosho County, Kansas,44402,16209,39.7
20013,Brown County, Kansas,46964,9736,42.2
20143,Ottawa County, Kansas,51797,5957,42.4
20147,Phillips County, Kansas,46806,5446,44.3
20161,Riley County, Kansas,48428,75696,24.9
20007,Barber County, Kansas,52075,4905,43.4
20039,Decatur County, Kansas,41230,2891,51.3
20041,Dickinson County, Kansas,49663,19162,41.2
20087,Jefferson County, Kansas,58935,18856,44
21097,Harrison County, Kentucky,44620,18630,41.8
21031,Butler County, Kentucky,39362,12735,41.2
21223,Trimble County, Kentucky,50998,8697,41.9
21061,Edmonson County, Kentucky,41114,12063,43.1
21105,Hickman County, Kentucky,38036,4625,48.3
21023,Bracken County, Kentucky,40458,8330,40.7
21143,Lyon County, Kentucky,50268,8268,49.2
21179,Nelson County, Kentucky,55182,45131,38.9
21231,Wayne County, Kentucky,33715,20692,42
21135,Lewis County, Kentucky,32054,13565,42.1
21155,Marion County, Kentucky,40005,19335,39.7
21221,Trigg County, Kentucky,47259,14286,45.5
21239,Woodford County, Kentucky,60604,25817,42.3
21015,Boone County, Kentucky,72731,127682,37.1
21131,Leslie County, Kentucky,27861,10648,41.9
21113,Jessamine County, Kentucky,55450,51667,37.4
21121,Knox County, Kentucky,26061,31424,39.7
21127,Lawrence County, Kentucky,32703,15844,40.9
21133,Letcher County, Kentucky,30293,23011,41.8
21139,Livingston County, Kentucky,43472,9288,45.8
21145,McCracken County, Kentucky,42894,65285,42.1
21195,Pike County, Kentucky,32972,61586,41.9
21211,Shelby County, Kentucky,63171,45831,38.8
21235,Whitley County, Kentucky,34103,36027,37
21005,Anderson County, Kentucky,51681,22017,40.5
21027,Breckinridge County, Kentucky,44057,19991,43.3
21071,Floyd County, Kentucky,31196,37447,41.4
21073,Franklin County, Kentucky,53539,49969,40.7
21117,Kenton County, Kentucky,58674,163987,36.9
21147,McCreary County, Kentucky,19264,17748,39.2
21151,Madison County, Kentucky,46674,88376,34
21153,Magoffin County, Kentucky,29578,12783,42
21169,Metcalfe County, Kentucky,35594,9990,43.1
21189,Owsley County, Kentucky,22736,4497,41.8
21205,Rowan County, Kentucky,36411,24392,30.7
21213,Simpson County, Kentucky,44989,17881,39.8
21217,Taylor County, Kentucky,36455,25406,38.4
21049,Clark County, Kentucky,51547,35757,42.3
21219,Todd County, Kentucky,38248,12377,36.8
21039,Carlisle County, Kentucky,38860,4890,42.2
21041,Carroll County, Kentucky,43345,10695,37.2
21053,Clinton County, Kentucky,31130,10208,41.7
21065,Estill County, Kentucky,30692,14382,42.6
21077,Gallatin County, Kentucky,50250,8652,39
21079,Garrard County, Kentucky,47906,17226,42.4
21089,Greenup County, Kentucky,47517,36012,43.3
21069,Fleming County, Kentucky,41095,14515,40.9
21037,Campbell County, Kentucky,57208,91804,38
21043,Carter County, Kentucky,35095,27385,41.1
21063,Elliott County, Kentucky,29043,7533,42
21081,Grant County, Kentucky,43881,24800,36.5
21111,Jefferson County, Kentucky,52237,764378,38
21123,Larue County, Kentucky,41720,14102,40.8
21141,Logan County, Kentucky,40982,26847,40.7
21161,Mason County, Kentucky,43082,17167,40.7
21167,Mercer County, Kentucky,47574,21378,42.8
21191,Pendleton County, Kentucky,49706,14530,41.2
21201,Robertson County, Kentucky,30694,2161,47.1
21207,Russell County, Kentucky,34660,17731,43.4
21215,Spencer County, Kentucky,68916,18012,40.7
21229,Washington County, Kentucky,47843,11999,41.2
21011,Bath County, Kentucky,38763,12189,39.9
21007,Ballard County, Kentucky,42988,8152,43.3
21009,Barren County, Kentucky,39658,43418,40.3
21021,Boyle County, Kentucky,43076,29773,40.2
21087,Green County, Kentucky,37388,11044,44.4
21091,Hancock County, Kentucky,49135,8700,40.2
21095,Harlan County, Kentucky,24451,27548,41.4
21159,Martin County, Kentucky,29239,12175,39
21093,Hardin County, Kentucky,51923,107699,36.1
21137,Lincoln County, Kentucky,37930,24413,40.6
21149,McLean County, Kentucky,44242,9361,41.5
21171,Monroe County, Kentucky,35665,10645,41.8
21183,Ohio County, Kentucky,41470,24062,40.7
21197,Powell County, Kentucky,34647,12349,39
