GEOID,County,State,hhincome,pop,medage
21225,Union County, Kentucky,42139,14915,37.5
21233,Webster County, Kentucky,39273,13180,41
21033,Caldwell County, Kentucky,46182,12747,42.6
21035,Calloway County, Kentucky,39269,38616,34.7
21045,Casey County, Kentucky,33031,15805,43.1
21047,Christian County, Kentucky,41849,72438,28.4
21059,Daviess County, Kentucky,48371,99258,39
21085,Grayson County, Kentucky,35944,26129,40.2
21101,Henderson County, Kentucky,43458,46252,40.4
21103,Henry County, Kentucky,50787,15677,41.3
21107,Hopkins County, Kentucky,44048,45985,41.3
21109,Jackson County, Kentucky,32055,13369,41
21125,Laurel County, Kentucky,37235,59901,39.6
21157,Marshall County, Kentucky,49126,31177,44.8
21163,Meade County, Kentucky,53732,28452,37.8
21173,Montgomery County, Kentucky,42172,27550,39
21181,Nicholas County, Kentucky,38900,7061,41.6
21185,Oldham County, Kentucky,92237,64633,39
21187,Owen County, Kentucky,44031,10686,42.2
21203,Rockcastle County, Kentucky,35888,16815,42.2
21209,Scott County, Kentucky,65598,52322,36.2
21227,Warren County, Kentucky,49508,123824,32.7
21003,Allen County, Kentucky,40598,20628,40.6
21017,Bourbon County, Kentucky,47886,20017,42.1
21019,Boyd County, Kentucky,45543,48486,41.9
21029,Bullitt County, Kentucky,59917,78622,39.8
21055,Crittenden County, Kentucky,41114,9154,43.2
21067,Fayette County, Kentucky,53013,315109,34.3
21075,Fulton County, Kentucky,28274,6259,43.1
21115,Johnson County, Kentucky,35629,23064,41.9
21119,Knott County, Kentucky,30503,15690,41.4
21165,Menifee County, Kentucky,39688,6381,46.2
21175,Morgan County, Kentucky,33523,13281,41.3
21177,Muhlenberg County, Kentucky,40037,31153,42
21193,Perry County, Kentucky,31820,27329,41.2
21199,Pulaski County, Kentucky,35022,63974,42
21237,Wolfe County, Kentucky,21999,7251,41.8
21051,Clay County, Kentucky,24596,20866,39.2
21001,Adair County, Kentucky,36575,19304,40.8
21013,Bell County, Kentucky,23558,27469,41.6
21025,Breathitt County, Kentucky,25861,13276,41.2
21057,Cumberland County, Kentucky,35449,6744,45.1
21083,Graves County, Kentucky,40369,37259,40.3
21099,Hart County, Kentucky,37315,18531,40.6
21129,Lee County, Kentucky,23297,6717,44.2
23009,Hancock County, Maine,51438,54468,48.1
23017,Oxford County, Maine,44582,57230,46.3
23015,Lincoln County, Maine,54041,34021,50.5
23027,Waldo County, Maine,50162,39280,45.7
23019,Penobscot County, Maine,47886,152284,41.8
23021,Piscataquis County, Maine,38797,16960,50.7
23001,Androscoggin County, Maine,49538,107317,40.7
23003,Aroostook County, Maine,39021,68840,47.2
23029,Washington County, Maine,40328,31822,47.6
23005,Cumberland County, Maine,65702,289173,42.1
23013,Knox County, Maine,53117,39700,47.8
23023,Sagadahoc County, Maine,60457,35149,45.9
23031,York County, Maine,62618,201454,44.7
23011,Kennebec County, Maine,50116,121289,44.2
23007,Franklin County, Maine,45541,30177,45.4
23025,Somerset County, Maine,41549,50994,45.8
22113,Vermilion Parish, Louisiana,49266,59841,36.9
22089,St. Charles Parish, Louisiana,64707,52728,37.2
22057,Lafourche Parish, Louisiana,52705,98112,37.1
22029,Concordia Parish, Louisiana,30028,20211,37.7
22107,Tensas Parish, Louisiana,21906,4771,44
22125,West Feliciana Parish, Louisiana,55647,15376,40.5
22053,Jefferson Davis Parish, Louisiana,40744,31405,38.1
22093,St. James Parish, Louisiana,52055,21485,38.9
22043,Grant Parish, Louisiana,40577,22305,37.7
22051,Jefferson Parish, Louisiana,50868,437038,39
22011,Beauregard Parish, Louisiana,47350,36598,37.5
22013,Bienville Parish, Louisiana,34077,13806,42.3
22015,Bossier Parish, Louisiana,52145,125698,34.9
22023,Cameron Parish, Louisiana,60194,6806,43.2
22037,East Feliciana Parish, Louisiana,46964,19553,42.4
22095,St. John the Baptist Parish, Louisiana,53628,43565,36.5
22075,Plaquemines Parish, Louisiana,49635,23394,35.9
22073,Ouachita Parish, Louisiana,40081,156433,35.1
22079,Rapides Parish, Louisiana,42655,132080,37.3
22117,Washington Parish, Louisiana,32962,46449,39.9
22097,St. Landry Parish, Louisiana,32163,83580,36.2
22105,Tangipahoa Parish, Louisiana,45901,128850,34.9
22001,Acadia Parish, Louisiana,40492,62607,35.8
22101,St. Mary Parish, Louisiana,41345,52578,38
22123,West Carroll Parish, Louisiana,37304,11274,41
22103,St. Tammany Parish, Louisiana,66539,249201,39.8
22111,Union Parish, Louisiana,38916,22537,41.7
22021,Caldwell Parish, Louisiana,31933,10000,39.9
22017,Caddo Parish, Louisiana,40391,251069,37.1
22035,East Carroll Parish, Louisiana,20795,7318,33.8
22005,Ascension Parish, Louisiana,74748,119129,35.3
22055,Lafayette Parish, Louisiana,53950,238230,34.5
22039,Evangeline Parish, Louisiana,31745,33750,35.4
22045,Iberia Parish, Louisiana,44504,73346,36
22061,Lincoln Parish, Louisiana,34424,47536,27.6
22087,St. Bernard Parish, Louisiana,45265,45067,33.6
22091,St. Helena Parish, Louisiana,35254,10509,38.3
22119,Webster Parish, Louisiana,30891,40043,40.6
22121,West Baton Rouge Parish, Louisiana,60902,25518,35.6
22031,De Soto Parish, Louisiana,41443,27164,39.4
22047,Iberville Parish, Louisiana,47128,33122,38.4
22081,Red River Parish, Louisiana,41510,8723,39.9
22063,Livingston Parish, Louisiana,60456,137096,35.9
22067,Morehouse Parish, Louisiana,31672,26290,39.6
22069,Natchitoches Parish, Louisiana,29001,39051,33.6
22071,Orleans Parish, Louisiana,38721,388182,35.9
22109,Terrebonne Parish, Louisiana,47650,113067,35.5
22025,Catahoula Parish, Louisiana,34470,10044,38
22019,Calcasieu Parish, Louisiana,48219,198753,36.1
22027,Claiborne Parish, Louisiana,26877,16296,42.2
22041,Franklin Parish, Louisiana,34722,20388,38
22009,Avoyelles Parish, Louisiana,36763,41095,38.1
22007,Assumption Parish, Louisiana,48656,22881,39.5
22049,Jackson Parish, Louisiana,36394,15952,40.5
22033,East Baton Rouge Parish, Louisiana,51436,446167,33.4
22077,Pointe Coupee Parish, Louisiana,43964,22271,42.7
22083,Richland Parish, Louisiana,34745,20619,38.2
22099,St. Martin Parish, Louisiana,47279,53609,37.1
22115,Vernon Parish, Louisiana,46620,51906,30.1
22127,Winn Parish, Louisiana,29472,14631,40.9
22085,Sabine Parish, Louisiana,40695,24145,41.3
22003,Allen Parish, Louisiana,42176,25667,38.2
22065,Madison Parish, Louisiana,29424,11616,35.1
25025,Suffolk County, Massachusetts,61242,780685,32.6
25001,Barnstable County, Massachusetts,68048,213900,52.4
25007,Dukes County, Massachusetts,67535,17275,45.9
25017,Middlesex County, Massachusetts,92878,1582857,38.5
25003,Berkshire County, Massachusetts,55190,127751,46.5
25005,Bristol County, Massachusetts,62514,557016,40.9
25013,Hampden County, Massachusetts,52205,469188,38.7
25023,Plymouth County, Massachusetts,82081,509114,42.6
25009,Essex County, Massachusetts,73533,775860,40.8
25011,Franklin County, Massachusetts,57307,70926,45.9
25021,Norfolk County, Massachusetts,95668,694389,41
25027,Worcester County, Massachusetts,69313,818249,40.1
25015,Hampshire County, Massachusetts,64974,161197,36.1
25019,Nantucket County, Massachusetts,91942,10912,39.8
24047,Worcester County, Maryland,59458,51559,49.7
24510,Baltimore city, Maryland,46641,619796,35
24039,Somerset County, Maryland,39239,25801,37
24041,Talbot County, Maryland,65595,37461,49.7
24025,Harford County, Maryland,83445,250132,40.6
24001,Allegany County, Maryland,42771,72591,41.5
24027,Howard County, Maryland,115576,312495,38.7
24033,Prince George's County, Maryland,78607,905161,36.5
24003,Anne Arundel County, Maryland,94502,564600,38.5
24005,Baltimore County, Maryland,71810,828637,39.2
24021,Frederick County, Maryland,88502,246105,39.3
24009,Calvert County, Maryland,100350,90824,40.8
24023,Garrett County, Maryland,48174,29516,45.4
24029,Kent County, Maryland,56638,19666,46.9
24031,Montgomery County, Maryland,103178,1039198,38.8
24013,Carroll County, Maryland,90510,167319,42.4
24035,Queen Anne's County, Maryland,89241,49071,44.1
24037,St. Mary's County, Maryland,86508,110979,36.5
24017,Charles County, Maryland,93973,156021,38.1
24019,Dorchester County, Maryland,50532,32386,44.4
24043,Washington County, Maryland,58260,149546,40.6
24045,Wicomico County, Maryland,54493,102014,35.8
24015,Cecil County, Maryland,70516,102416,40.3
24011,Caroline County, Maryland,52469,32785,40.1
26021,Berrien County, Michigan,47132,154948,42
26129,Ogemaw County, Michigan,38149,20979,49.7
26135,Oscoda County, Michigan,36833,8304,51.8
26165,Wexford County, Michigan,42793,32915,41.9
26039,Crawford County, Michigan,42666,13821,50
26037,Clinton County, Michigan,64903,77321,40.4
26043,Dickinson County, Michigan,45681,25694,46.4
26057,Gratiot County, Michigan,42256,41319,39
26063,Huron County, Michigan,45191,31750,48.5
26065,Ingham County, Michigan,49109,286185,31.7
26091,Lenawee County, Michigan,51339,98585,41.6
26105,Mason County, Michigan,45524,28800,46
26109,Menominee County, Michigan,44480,23389,48
26117,Montcalm County, Michigan,44651,62956,40.5
26113,Missaukee County, Michigan,42370,14982,43.4
26149,St. Joseph County, Michigan,47856,60890,39.4
26147,St. Clair County, Michigan,53641,159761,43.2
26159,Van Buren County, Michigan,49119,75190,41.6
26161,Washtenaw County, Michigan,65618,361509,33.4
26011,Arenac County, Michigan,39947,15238,49.3
26015,Barry County, Michigan,57312,59607,42.7
26027,Cass County, Michigan,50699,51397,44.7
26071,Iron County, Michigan,36773,11291,53.8
26019,Benzie County, Michigan,53185,17462,48.9
26143,Roscommon County, Michigan,37834,23934,55.3
26153,Schoolcraft County, Michigan,37428,8114,51.1
26163,Wayne County, Michigan,43702,1763822,37.9
26023,Branch County, Michigan,48192,43543,41.2
26055,Grand Traverse County, Michigan,58229,91222,42.8
26075,Jackson County, Michigan,49715,158989,41
26097,Mackinac County, Michigan,42559,10836,51.8
26049,Genesee County, Michigan,45231,410881,40.1
26009,Antrim County, Michigan,50988,23133,50.4
26061,Houghton County, Michigan,41379,36333,32.9
26093,Livingston County, Michigan,78430,186946,42.9
26069,Iosco County, Michigan,41414,25317,52.6
26085,Lake County, Michigan,32309,11669,52.1
26101,Manistee County, Michigan,44882,24432,48.7
26119,Montmorency County, Michigan,39152,9290,55.3
26141,Presque Isle County, Michigan,43758,12854,54.3
26051,Gladwin County, Michigan,40871,25324,49.5
26077,Kalamazoo County, Michigan,51945,259830,34.1
26107,Mecosta County, Michigan,43470,43181,36.4
26103,Marquette County, Michigan,48491,67145,39.1
26123,Newaygo County, Michigan,45645,47899,42.6
26133,Osceola County, Michigan,41099,23221,43.5
26137,Otsego County, Michigan,50823,24247,44.9
26025,Calhoun County, Michigan,46213,134327,39.9
26031,Cheboygan County, Michigan,42876,25475,50.1
26095,Luce County, Michigan,41221,6406,44.2
26081,Kent County, Michigan,57302,636376,35
26099,Macomb County, Michigan,58175,864019,41
26145,Saginaw County, Michigan,45034,193803,40.8
26155,Shiawassee County, Michigan,50967,68617,42
26013,Baraga County, Michigan,42757,8580,43.4
26017,Bay County, Michigan,45983,105350,42.9
26029,Charlevoix County, Michigan,51567,26160,47.7
26045,Eaton County, Michigan,59244,108586,40.9
26041,Delta County, Michigan,44639,36395,46.9
26053,Gogebic County, Michigan,36689,15577,48.7
26047,Emmet County, Michigan,51475,32978,45
26033,Chippewa County, Michigan,44030,38023,39.7
26115,Monroe County, Michigan,59479,149619,42.2
26005,Allegan County, Michigan,58487,114145,39.7
26125,Oakland County, Michigan,73369,1241860,41
26059,Hillsdale County, Michigan,46160,45909,42
26003,Alger County, Michigan,42647,9254,49.3
26121,Muskegon County, Michigan,46077,172707,39.1
26127,Oceana County, Michigan,44382,26317,42.7
26089,Leelanau County, Michigan,62646,21564,53.3
26087,Lapeer County, Michigan,56186,88205,43.6
26035,Clare County, Michigan,35913,30597,46.9
26151,Sanilac County, Michigan,44417,41535,44.8
26083,Keweenaw County, Michigan,41118,2136,55.1
26073,Isabella County, Michigan,42771,70572,27.4
26131,Ontonagon County, Michigan,36073,6072,57.1
26139,Ottawa County, Michigan,63962,280243,34.9
26157,Tuscola County, Michigan,45495,53569,44.1
26001,Alcona County, Michigan,39424,10413,57.9
26007,Alpena County, Michigan,40954,28730,47.6
26067,Ionia County, Michigan,51980,64147,38.7
26079,Kalkaska County, Michigan,43431,17358,44.6
26111,Midland County, Michigan,57117,83489,41.5
27167,Wilkin County, Minnesota,52917,6398,44.3
27125,Red Lake County, Minnesota,52500,4017,42.2
27001,Aitkin County, Minnesota,45860,15841,54.5
27027,Clay County, Minnesota,61409,62040,32.6
27043,Faribault County, Minnesota,50847,13966,46.8
27101,Murray County, Minnesota,54211,8394,48.1
27045,Fillmore County, Minnesota,57093,20825,42.5
27067,Kandiyohi County, Minnesota,56604,42577,39.5
27075,Lake County, Minnesota,56078,10578,50.3
27119,Polk County, Minnesota,55393,31564,38.7
27133,Rock County, Minnesota,56753,9433,40.9
27135,Roseau County, Minnesota,56273,15537,41.4
27143,Sibley County, Minnesota,60848,14888,41.6
27155,Traverse County, Minnesota,48889,3357,48.6
27165,Watonwan County, Minnesota,50044,10936,39.9
27005,Becker County, Minnesota,55884,33552,41.8
27053,Hennepin County, Minnesota,71154,1224763,36.3
27011,Big Stone County, Minnesota,48299,5039,49
27015,Brown County, Minnesota,55764,25243,42.5
27023,Chippewa County, Minnesota,57601,12040,43
27021,Cass County, Minnesota,50162,28810,48.7
27029,Clearwater County, Minnesota,45638,8824,42.7
27049,Goodhue County, Minnesota,62431,46138,42.9
27057,Hubbard County, Minnesota,52941,20743,48.6
27059,Isanti County, Minnesota,67565,38584,39.5
27063,Jackson County, Minnesota,55122,10104,44
27091,Martin County, Minnesota,53627,20084,45.2
27099,Mower County, Minnesota,53700,39386,39.3
27105,Nobles County, Minnesota,53267,21854,36
27115,Pine County, Minnesota,47285,29057,44.5
27109,Olmsted County, Minnesota,72337,151685,37.1
27033,Cottonwood County, Minnesota,50524,11437,43.3
27139,Scott County, Minnesota,93151,141463,36
27039,Dodge County, Minnesota,71078,20485,38
27157,Wabasha County, Minnesota,61973,21490,45
27117,Pipestone County, Minnesota,48909,9229,42.4
27035,Crow Wing County, Minnesota,53121,63505,44.1
27107,Norman County, Minnesota,53034,6589,44.3
27171,Wright County, Minnesota,77953,131130,36.2
27103,Nicollet County, Minnesota,62593,33477,36.3
27041,Douglas County, Minnesota,58667,36891,44.3
27051,Grant County, Minnesota,53727,5923,45.3
27069,Kittson County, Minnesota,52304,4384,47.9
27079,Le Sueur County, Minnesota,65500,27810,41.4
27087,Mahnomen County, Minnesota,42439,5500,35.7
27025,Chisago County, Minnesota,76747,54297,40.9
27127,Redwood County, Minnesota,51871,15430,43.5
27173,Yellow Medicine County, Minnesota,54645,9930,42.6
27153,Todd County, Minnesota,49213,24423,43.7
27007,Beltrami County, Minnesota,45923,45847,33.4
27013,Blue Earth County, Minnesota,53752,65767,30.6
27055,Houston County, Minnesota,56837,18709,45.4
27073,Lac qui Parle County, Minnesota,50195,6840,50
27077,Lake of the Woods County, Minnesota,46943,3841,51.1
27111,Otter Tail County, Minnesota,55181,57790,46.6
27161,Waseca County, Minnesota,55189,18898,39.6
27137,St. Louis County, Minnesota,50936,200294,41
27003,Anoka County, Minnesota,76796,344861,38.2
27145,Stearns County, Minnesota,59564,155300,34.1
27037,Dakota County, Minnesota,79995,414655,37.7
27081,Lincoln County, Minnesota,51102,5724,45.9
27083,Lyon County, Minnesota,54181,25789,35.6
27089,Marshall County, Minnesota,57289,9397,43.4
27095,Mille Lacs County, Minnesota,53737,25635,40.1
27129,Renville County, Minnesota,56721,14798,44.4
27163,Washington County, Minnesota,89598,250979,39.2
27017,Carlton County, Minnesota,58874,35408,40.7
27031,Cook County, Minnesota,51903,5270,52.1
27065,Kanabec County, Minnesota,50509,15948,44.5
27071,Koochiching County, Minnesota,47131,12776,48.6
27093,Meeker County, Minnesota,59611,23105,42.2
27097,Morrison County, Minnesota,52855,32880,41.7
27113,Pennington County, Minnesota,53893,14197,39.5
27131,Rice County, Minnesota,63311,65251,36.6
27147,Steele County, Minnesota,58882,36612,39.3
27141,Sherburne County, Minnesota,83895,92024,35.9
27159,Wadena County, Minnesota,45018,13626,41.7
27009,Benton County, Minnesota,53574,39360,35.6
27019,Carver County, Minnesota,93095,98799,37.2
27047,Freeborn County, Minnesota,51174,30619,44.3
27061,Itasca County, Minnesota,52050,45237,45.9
27085,McLeod County, Minnesota,59869,35816,40.4
27121,Pope County, Minnesota,58198,10932,45.9
27123,Ramsey County, Minnesota,60301,537893,34.8
27149,Stevens County, Minnesota,57552,9759,33.1
27151,Swift County, Minnesota,49556,9448,44.1
27169,Winona County, Minnesota,53975,50992,34.5
28045,Hancock County, Mississippi,47518,46277,43.2
22059,LaSalle Parish, Louisiana,34712,14930,38.2
28125,Sharkey County, Mississippi,30033,4631,39.6
28139,Tippah County, Mississippi,39351,21993,38.6
28019,Choctaw County, Mississippi,34542,8360,44.3
28035,Forrest County, Mississippi,39555,75835,32
28057,Itawamba County, Mississippi,38358,23439,39.8
28071,Lafayette County, Mississippi,45019,52744,29.3
28055,Issaquena County, Mississippi,25609,1296,38.8
28059,Jackson County, Mississippi,50274,141314,38.3
28087,Lowndes County, Mississippi,43198,59558,36.6
28083,Leflore County, Mississippi,25210,30113,33.1
28143,Tunica County, Mississippi,32052,10276,32.9
28157,Wilkinson County, Mississippi,23340,9084,37.3
28021,Claiborne County, Mississippi,24601,9106,33.8
28047,Harrison County, Mississippi,44684,200491,35.9
28065,Jefferson Davis County, Mississippi,26736,11639,43.6
28127,Simpson County, Mississippi,37591,27215,38.9
28075,Lauderdale County, Mississippi,41340,78221,37.7
28085,Lincoln County, Mississippi,37308,34542,37.8
28123,Scott County, Mississippi,33601,28399,36.5
28159,Winston County, Mississippi,33313,18482,42
28163,Yazoo County, Mississippi,28330,27496,35.7
28007,Attala County, Mississippi,33815,18731,39.9
28009,Benton County, Mississippi,40605,8306,42
28037,Franklin County, Mississippi,42388,7772,42.5
28027,Coahoma County, Mississippi,28728,24296,34
28061,Jasper County, Mississippi,35271,16547,40.8
28067,Jones County, Mississippi,38656,68328,37.1
28147,Walthall County, Mississippi,31077,14670,40.3
28095,Monroe County, Mississippi,39444,35967,41
28115,Pontotoc County, Mississippi,41865,31075,36.8
28133,Sunflower County, Mississippi,28556,26915,34.9
28155,Webster County, Mississippi,35634,9868,39.9
28003,Alcorn County, Mississippi,38919,37242,40.1
28001,Adams County, Mississippi,30359,31583,40.3
28025,Clay County, Mississippi,34118,19990,39.4
28033,DeSoto County, Mississippi,62595,173267,36.6
28031,Covington County, Mississippi,36471,19172,37.5
28053,Humphreys County, Mississippi,26188,8678,36.4
28013,Calhoun County, Mississippi,33370,14617,40.5
28051,Holmes County, Mississippi,20330,18267,34.5
28005,Amite County, Mississippi,30129,12574,46.4
28089,Madison County, Mississippi,68600,102212,37
28091,Marion County, Mississippi,30998,25466,39.9
28141,Tishomingo County, Mississippi,36672,19476,42.6
28153,Wayne County, Mississippi,35215,20458,37.4
28041,Greene County, Mississippi,48029,13801,39
28093,Marshall County, Mississippi,41134,35981,39.9
28119,Quitman County, Mississippi,25671,7537,37.9
28011,Bolivar County, Mississippi,28468,33121,35
28073,Lamar County, Mississippi,56129,60517,34.7
28081,Lee County, Mississippi,45985,84840,37
28113,Pike County, Mississippi,30949,39763,37
28135,Tallahatchie County, Mississippi,30000,14552,34.7
28129,Smith County, Mississippi,37697,16114,40.1
28131,Stone County, Mississippi,46283,17981,37.4
28149,Warren County, Mississippi,41635,47510,38.2
28023,Clarke County, Mississippi,37626,16089,41.8
28069,Kemper County, Mississippi,27016,10082,41.7
28097,Montgomery County, Mississippi,34983,10309,42.6
28105,Oktibbeha County, Mississippi,37348,49392,25.4
28099,Neshoba County, Mississippi,36755,29437,36.7
28109,Pearl River County, Mississippi,44734,55049,41
28079,Leake County, Mississippi,35578,22936,35.8
28103,Noxubee County, Mississippi,30808,10942,36
28121,Rankin County, Mississippi,61605,149645,37.2
28137,Tate County, Mississippi,46233,28333,37.7
28151,Washington County, Mississippi,29387,48002,36.7
28077,Lawrence County, Mississippi,40432,12659,40.4
28107,Panola County, Mississippi,35891,34229,37
28111,Perry County, Mississippi,35374,12047,40.7
28161,Yalobusha County, Mississippi,37647,12426,41.8
28017,Chickasaw County, Mississippi,33579,17305,37
28015,Carroll County, Mississippi,43068,10221,46
28029,Copiah County, Mississippi,38046,28748,38.2
28039,George County, Mississippi,47640,23545,36.5
28043,Grenada County, Mississippi,34876,21379,40.3
28049,Hinds County, Mississippi,41011,243249,34.2
28063,Jefferson County, Mississippi,21779,7463,34.9
28101,Newton County, Mississippi,37643,21437,37.2
28145,Union County, Mississippi,40076,28202,37.9
28117,Prentiss County, Mississippi,32854,25389,39.5
29091,Howell County, Missouri,34984,40139,40.2
29035,Carter County, Missouri,37875,6255,41.3
29057,Dade County, Missouri,38880,7581,46.7
29115,Linn County, Missouri,41652,12248,42.5
29101,Johnson County, Missouri,50689,53941,29.9
29105,Laclede County, Missouri,42646,35488,40.1
29125,Maries County, Missouri,41715,8959,44.4
29161,Phelps County, Missouri,41681,44873,34.8
29165,Platte County, Missouri,74199,96899,38.2
29187,St. Francois County, Missouri,42873,66248,39.2
29510,St. Louis city, Missouri,38664,314867,35.2
29003,Andrew County, Missouri,56658,17358,42.5
29023,Butler County, Missouri,37878,42826,40.3
29033,Carroll County, Missouri,43583,8909,42.8
29061,Daviess County, Missouri,45707,8300,41.3
29087,Holt County, Missouri,43981,4499,48.4
29103,Knox County, Missouri,39674,3976,43.7
29181,Ripley County, Missouri,33849,13807,42.5
29127,Marion County, Missouri,44098,28703,39.2
29139,Montgomery County, Missouri,43094,11618,43.9
29151,Osage County, Missouri,54503,13610,40.1
29207,Stoddard County, Missouri,40076,29634,42.1
29219,Warren County, Missouri,56193,33554,40.9
29221,Washington County, Missouri,37810,24968,40.6
29007,Audrain County, Missouri,44056,25763,39.6
29043,Christian County, Missouri,55761,83028,37.6
29063,DeKalb County, Missouri,46517,12564,40.5
29077,Greene County, Missouri,43175,286759,35.7
29081,Harrison County, Missouri,42889,8615,42.8
29107,Lafayette County, Missouri,52557,32655,42.2
29185,St. Clair County, Missouri,35066,9396,50
29001,Adair County, Missouri,38750,25437,27.3
29197,Schuyler County, Missouri,38848,4450,40.6
29199,Scotland County, Missouri,42939,4883,37.2
29211,Sullivan County, Missouri,42034,6382,41.5
29029,Camden County, Missouri,50496,44855,51
29045,Clark County, Missouri,45216,6807,43.8
29097,Jasper County, Missouri,45328,118522,35.9
29099,Jefferson County, Missouri,60765,222639,38.8
29111,Lewis County, Missouri,47148,10078,40.1
29119,McDonald County, Missouri,41207,22753,38.3
29143,New Madrid County, Missouri,33846,18030,41.3
29157,Perry County, Missouri,54935,19135,40.5
29167,Polk County, Missouri,44805,31347,37.5
29173,Ralls County, Missouri,50161,10208,44.7
29177,Ray County, Missouri,57270,22859,41.8
29209,Stone County, Missouri,43292,31529,52.7
29179,Reynolds County, Missouri,40265,6361,46
29189,St. Louis County, Missouri,62931,999539,40.3
29201,Scott County, Missouri,41628,38858,40
29009,Barry County, Missouri,40638,35398,43.2
29011,Barton County, Missouri,41184,11942,40.6
29019,Boone County, Missouri,52005,174589,30.6
29039,Cedar County, Missouri,35930,13862,44
29051,Cole County, Missouri,54216,76749,38.2
29055,Crawford County, Missouri,37171,24387,41.6
29073,Gasconade County, Missouri,50687,14769,45.9
29093,Iron County, Missouri,36457,10286,45.3
29117,Livingston County, Missouri,45929,15025,40.7
29121,Macon County, Missouri,38903,15319,43
29135,Moniteau County, Missouri,50897,15904,38.6
29149,Oregon County, Missouri,32070,10779,46.3
29155,Pemiscot County, Missouri,32468,17344,37.7
29159,Pettis County, Missouri,43097,42309,37.9
29186,Ste. Genevieve County, Missouri,50959,17882,43
29203,Shannon County, Missouri,31202,8273,44.8
29175,Randolph County, Missouri,44754,24987,39.2
29067,Douglas County, Missouri,33003,13391,47.3
29069,Dunklin County, Missouri,32348,30905,39.4
29071,Franklin County, Missouri,53849,102413,40.7
29083,Henry County, Missouri,41089,21834,44
29089,Howard County, Missouri,50356,10144,38.9
29095,Jackson County, Missouri,50652,688554,36.6
29109,Lawrence County, Missouri,41673,38131,39.7
29131,Miller County, Missouri,41461,24947,41.1
29169,Pulaski County, Missouri,51137,53132,27.6
29171,Putnam County, Missouri,37028,4846,46.7
29213,Taney County, Missouri,39661,54308,41.9
29215,Texas County, Missouri,35571,25714,42.3
29021,Buchanan County, Missouri,48652,89425,37.1
29025,Caldwell County, Missouri,44975,9046,42.9
29027,Callaway County, Missouri,53180,44793,38.3
29037,Cass County, Missouri,65352,101888,39.5
29049,Clinton County, Missouri,57591,20495,41.1
29053,Cooper County, Missouri,46547,17620,39.2
29059,Dallas County, Missouri,41441,16441,43.5
29075,Gentry County, Missouri,43777,6688,41.3
29085,Hickory County, Missouri,34746,9352,54.8
29113,Lincoln County, Missouri,58603,54800,37.3
29133,Mississippi County, Missouri,32212,13916,39.4
29137,Monroe County, Missouri,42011,8676,45.2
29145,Newton County, Missouri,46723,58237,39.4
29153,Ozark County, Missouri,32021,9328,51.1
29163,Pike County, Missouri,45112,18517,39.2
29183,St. Charles County, Missouri,78380,385115,38
29129,Mercer County, Missouri,43314,3669,43.6
29123,Madison County, Missouri,37484,12226,41.7
29229,Wright County, Missouri,31290,18304,42
29047,Clay County, Missouri,65675,236068,36.8
29217,Vernon County, Missouri,41479,20665,40.7
29065,Dent County, Missouri,38829,15566,44.1
29195,Saline County, Missouri,41567,23010,37.9
29147,Nodaway County, Missouri,41370,22744,29
29227,Worth County, Missouri,48214,2053,47.5
29041,Chariton County, Missouri,43186,7586,45.7
29079,Grundy County, Missouri,41092,10111,40.9
29141,Morgan County, Missouri,34776,20097,46.4
29223,Wayne County, Missouri,35135,13369,46.9
29017,Bollinger County, Missouri,40791,12347,43.9
29031,Cape Girardeau County, Missouri,49554,78013,36.3
29205,Shelby County, Missouri,42593,6084,41.9
29225,Webster County, Missouri,45185,37558,37.4
29005,Atchison County, Missouri,45259,5335,47.8
29013,Bates County, Missouri,45605,16405,41.6
29015,Benton County, Missouri,35097,18918,53.2
30017,Custer County, Montana,53050,11895,41
30041,Hill County, Montana,45269,16468,34.4
30015,Chouteau County, Montana,39577,5812,40.9
30103,Treasure County, Montana,42454,790,49.2
30071,Phillips County, Montana,42101,4139,46.4
30075,Powder River County, Montana,51136,1610,51.4
30053,Lincoln County, Montana,36934,19249,52.1
30067,Park County, Montana,44920,16001,46.4
30085,Roosevelt County, Montana,39219,11218,30.2
30005,Blaine County, Montana,35506,6646,34
30051,Liberty County, Montana,46641,2245,48.4
30097,Sweet Grass County, Montana,49761,3646,50.1
30083,Richland County, Montana,66572,11405,38
30099,Teton County, Montana,51060,6040,44.5
30079,Prairie County, Montana,50850,1325,51
30101,Toole County, Montana,46735,5031,41.9
30035,Glacier County, Montana,29201,13677,31
30025,Fallon County, Montana,56806,2925,38.1
30019,Daniels County, Montana,53591,1788,45.5
30095,Stillwater County, Montana,61998,9342,46.5
30037,Golden Valley County, Montana,43854,747,54
30045,Judith Basin County, Montana,43281,1965,51.7
30093,Silver Bow County, Montana,40480,34514,39.9
30023,Deer Lodge County, Montana,41235,9131,47.4
30043,Jefferson County, Montana,64911,11625,47.9
30039,Granite County, Montana,49063,3206,53.1
30055,McCone County, Montana,46193,1728,49.1
30107,Wheatland County, Montana,37222,2108,39.4
30057,Madison County, Montana,47900,7902,53
30087,Rosebud County, Montana,54709,9292,36.5
30091,Sheridan County, Montana,51940,3568,46.9
30011,Carter County, Montana,45347,1320,51.6
30021,Dawson County, Montana,59622,9324,41.9
30003,Big Horn County, Montana,47276,13290,29.9
30007,Broadwater County, Montana,55295,5755,46.3
